#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2879B
#Date Time: 2025-05-14 14:28:19.303
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.52156 V
#Offset: 0.00020543 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.53409 V
#Offset: 2.151e-05 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 2.8 kHz
#Period: 357.1428571 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -5 V

Frequency (Hz),Trace 2 (dBṼ),Phase (deg)
354.00390625,-86.45145737539193,173.60567328551767
356.4453125,-85.99406246406126,168.70227275898498
358.88671875,-88.476449338869,155.42868274158155
361.328125,-89.32660656902183,136.71457250348277
363.76953125,-86.83333107352192,124.98147754776274
366.2109375,-83.63003626433864,103.287827767831
368.65234375,-81.20836085210165,93.2754302694187
371.09375,-81.11835520551514,99.67832229034452
373.53515625,-83.30692628377678,109.40007430970984
375.9765625,-87.56644798822167,122.04758961559165
378.41796875,-90.30557529538102,159.27443974619987
380.859375,-89.58074472562078,19.445876573219156
383.30078125,-90.34472353566659,49.49537315545358
385.7421875,-91.42400163457853,95.2394636869636
388.18359375,-88.43746096968997,127.19013512284349
390.625,-88.0100822192193,141.6960953953609
393.06640625,-90.20963630475079,161.70475315928272
395.5078125,-100.46239960166801,4.750406922935812
397.94921875,-94.61577906895778,0.5534464027531598
400.390625,-89.97452355521203,9.490039058661925
402.83203125,-89.61179613739796,1.6222483458074202
405.2734375,-90.9432978519275,158.0047946142866
407.71484375,-91.09560405928292,116.50354514466405
410.15625,-88.55825823077731,94.91327434694253
412.59765625,-88.92676148971866,86.80234706696532
415.0390625,-93.45740301214465,81.37881199756707
417.48046875,-101.07189415357801,148.84181681019737
419.921875,-92.81780844562626,24.432368354505726
422.36328125,-89.86825338926592,42.55074714135312
424.8046875,-90.87528870025812,58.58791899431611
427.24609375,-90.6182024327007,112.41172410940801
429.6875,-85.95664114070017,142.92367906263348
432.12890625,-85.60237347915135,165.54848045719763
434.5703125,-86.25592901803253,13.419304330070485
437.01171875,-88.25970177292402,33.306565396630724
439.453125,-92.04945711111996,53.452201304208764
441.89453125,-95.30691551113838,41.44610549889411
444.3359375,-96.34349424966166,127.36406306316897
446.77734375,-87.82618416965983,77.04718796648322
449.21875,-85.57103235233141,59.28701916884125
451.66015625,-84.84292022594727,40.19398774298771
454.1015625,-83.78091070909409,17.15315892920173
456.54296875,-83.86041742823798,166.4743067093882
458.984375,-83.71211690766623,139.7305396606495
461.42578125,-82.89651371048187,136.8585953322211
463.8671875,-84.1972594819096,144.38821711937766
466.30859375,-89.0337594684695,163.80174398499886
468.75,-93.45877884602139,24.675789418438164
471.19140625,-96.93687135485119,126.08764240241634
473.6328125,-91.70415004071549,166.68802893699458
476.07421875,-108.37799804543644,150.5367270171764
478.515625,-91.41573758525473,26.9695423161605
480.95703125,-85.48645828911398,44.9914805304439
483.3984375,-83.23265451049885,55.531809327160694
485.83984375,-84.52269850713512,78.62367773570182
488.28125,-85.20693277223722,117.72891562866828
490.72265625,-86.71899060152123,134.35975685025758
493.1640625,-93.42656971092924,145.03325824683637
495.60546875,-104.2490883055643,179.40933004498757
498.046875,-104.49509581447863,129.37675542761357
500.48828125,-98.2180749227841,126.5125984983198
502.9296875,-101.7943712230121,113.40574425908561
505.37109375,-98.70281456346349,159.13836551241002
507.8125,-90.55498054971024,173.4564986127021
510.25390625,-88.52333838146211,1.3085929130774037
512.6953125,-90.80001927750357,22.46609896972798
515.13671875,-93.3327784249194,64.29390778667013
517.578125,-95.73311332360558,109.0989936625
520.01953125,-94.46511407872505,128.8119634049809
522.4609375,-94.40385197272713,116.66017002711003
524.90234375,-101.25338082298683,146.093871403605
527.34375,-100.21450201722851,152.06517210246452
529.78515625,-89.95326501114532,118.14199802619456
532.2265625,-85.98480529202527,124.57273946274378
534.66796875,-86.04682980521018,127.63446083711662
537.109375,-87.45211390374088,115.30437178927376
539.55078125,-89.53834607678388,100.24501675481469
541.9921875,-92.14064093163772,67.5925615294053
544.43359375,-89.64938824568044,36.741923845412224
546.875,-89.57944620537268,32.43551194831336
549.31640625,-90.83964778706815,27.771572879106188
551.7578125,-91.7982367459645,0.8503118179537622
554.19921875,-92.12529792036392,127.9687147501904
556.640625,-91.82566929139671,99.56000553780167
559.08203125,-93.94948346083602,94.63307236646042
561.5234375,-97.76131683121866,72.80182190938493
563.96484375,-95.42782272115831,24.50884460644397
566.40625,-92.94748200917965,12.337005714095476
568.84765625,-93.42345572849283,165.0158081227064
571.2890625,-90.70140081539257,145.17655332821812
573.73046875,-90.33938512156462,145.66060748941274
576.171875,-95.926261637879,118.14159960428263
578.61328125,-100.68904820999421,55.169031260417626
581.0546875,-97.33548462843586,92.84770765237514
583.49609375,-90.5996277793219,85.24687338951341
585.9375,-94.33103750459198,69.06024731822268
588.37890625,-99.43671385237253,148.11279627090934
590.8203125,-92.71653121440784,92.2731191195347
593.26171875,-91.7051798471469,74.86543832703988
595.703125,-91.89696346752905,40.016947285779324
598.14453125,-89.62674485856967,8.378352155843627
600.5859375,-89.42930983490376,163.91609717409708
603.02734375,-89.89327301621924,140.74464719139885
605.46875,-92.65795099053074,128.6054669068143
607.91015625,-98.87916852913978,83.98804376023753
610.3515625,-91.1249924941909,18.875331455096266
612.79296875,-85.93478339851708,0.36672152223023957
615.234375,-83.68699779804575,172.46572241067025
617.67578125,-83.26383476034457,176.7418188009199
620.1171875,-84.65774023295413,8.79333142502119
622.55859375,-87.99655572394158,29.063614435855786
625,-90.24865745613532,57.08791445659863
627.44140625,-90.6549884851671,61.136220370600086
629.8828125,-91.09660486965119,40.13891415867783
632.32421875,-89.62253290046498,27.23500860243634
634.765625,-89.697356106495,49.08367625408022
637.20703125,-87.68083694495547,95.65835905890334
639.6484375,-84.68342722408852,121.94888879355591
642.08984375,-83.81736624657492,138.167300762906
644.53125,-84.48762843263053,153.37150180517034
646.97265625,-85.05195388182798,164.84188791446002
649.4140625,-84.79744897012053,168.77931747968833
651.85546875,-84.68160691342047,173.6351274869936
654.296875,-84.73540379088482,171.35917627072797
656.73828125,-85.9191455107478,167.47483277125582
659.1796875,-91.01365935351978,28.742542497710645
661.62109375,-87.58141569537051,90.03707939198604
664.0625,-85.51830517334133,103.7439000819116
666.50390625,-85.7480253592291,113.7456973477177
668.9453125,-90.31914907083728,125.5759004482283
671.38671875,-107.22975042215242,134.36068227489443
673.828125,-101.12556190972619,163.55469941778222
676.26953125,-97.04478972870099,15.605972215263348
678.7109375,-93.71397211280808,44.082828317889856
681.15234375,-90.39976565851066,52.093262596737084
683.59375,-88.91052383607402,34.9991174270874
686.03515625,-90.16972945971031,0.7280320816677233
688.4765625,-92.76108117171378,173.07058281126731
690.91796875,-94.25378854592776,29.672210721422978
693.359375,-94.51221133726611,67.82983715963864
695.80078125,-91.48039057578083,86.84652778067816
698.2421875,-91.91660982009317,57.98962352127822
700.68359375,-90.58496204673173,11.045197996539297
703.125,-88.88610664984779,175.6341908845508
705.56640625,-88.03164360203375,170.8095427790057
708.0078125,-87.8775091979503,2.944056276101111
710.44921875,-87.54855347812465,25.078503874975098
712.890625,-87.22242015201631,40.65085276043782
715.33203125,-86.33049904690245,41.97363382073634
717.7734375,-85.12778994823101,34.93140994624815
720.21484375,-84.43522511323903,39.25326355640197
722.65625,-83.7757897472581,47.091341330713135
725.09765625,-83.32854726351285,51.21673545351772
727.5390625,-83.74169649199806,59.95646431247867
729.98046875,-85.71901546690498,71.35378489924224
732.421875,-89.81229921784237,79.87773811865382
734.86328125,-93.1833100793112,105.77298730286813
737.3046875,-91.06597177677571,134.99780177295165
739.74609375,-88.92154538428531,146.74869010341143
742.1875,-86.13787344285541,149.7152143139559
744.62890625,-84.2294359625514,151.75232327880158
747.0703125,-84.12747363655961,162.14470138526522
749.51171875,-85.16765674977756,179.83467677887
751.953125,-87.25077735134224,22.927227060148617
754.39453125,-88.8152043060869,52.05852806769883
756.8359375,-92.37926190556715,72.3787994024391
759.27734375,-106.52297428985864,138.91145687840773
761.71875,-100.43634857130237,59.68670010563797
764.16015625,-97.77090953563929,104.46979745860962
766.6015625,-97.61315827824838,127.95501843521967
769.04296875,-98.65724351283424,40.47473440753917
771.484375,-90.19494434249744,57.516503648217196
773.92578125,-88.65490152972959,62.60623556598478
776.3671875,-87.62636484721726,87.83705145136001
778.80859375,-87.03680256906038,107.9834671920536
781.25,-89.7493331785424,154.75862357064827
783.69140625,-87.39829968898091,29.1685373097597
786.1328125,-84.98295204846306,57.17324531102861
788.57421875,-82.4140785919974,68.03901627196197
791.015625,-82.86850683596477,71.8452843059178
793.45703125,-87.50414380980104,78.09954969069005
795.8984375,-96.51958271130917,79.57334855508235
798.33984375,-100.7696750462773,11.400210793779669
800.78125,-91.61578982617809,21.427450988184
803.22265625,-92.30531325255903,22.83611532532637
805.6640625,-97.66022221733968,28.784544753801377
808.10546875,-96.9320640499504,43.41770463110563
810.546875,-91.04356583208782,60.06881687768573
812.98828125,-84.81944683308592,68.48575054882772
815.4296875,-80.88332714907258,67.54807174181869
817.87109375,-80.26114266970308,68.70542417615506
820.3125,-82.17366334413086,72.8119631163645
822.75390625,-86.60833683383592,75.91323516295311
825.1953125,-97.40770508039004,105.58238611445707
827.63671875,-93.99435086295478,23.338804065221577
830.078125,-91.20702453111426,27.963942609187235
832.51953125,-91.18463432168252,14.604662625468185
834.9609375,-93.05383378625109,175.30830644049303
837.40234375,-104.7828852339519,121.76308637287839
839.84375,-92.14218501745505,34.63105101824235
842.28515625,-86.03952250670459,46.460195438042604
844.7265625,-85.11632319053221,54.85535017351654
847.16796875,-88.64438324284438,71.35698086228429
849.609375,-91.04550393601771,118.00319547234425
852.05078125,-90.15582549183776,158.47209601439462
854.4921875,-88.30863048907045,13.509813308750857
856.93359375,-87.82737366986673,29.02588048643169
859.375,-89.34547371478428,46.686529539189564
861.81640625,-89.95386492378684,60.25657087009561
864.2578125,-95.20981027911793,52.265559667473205
866.69921875,-100.4815008071786,129.14493403683574
869.140625,-92.62865718673886,100.88475709494
871.58203125,-90.27143245050499,80.58746512101912
874.0234375,-91.85900567154617,61.77486385141176
876.46484375,-103.97889823288445,34.704908465339045
878.90625,-99.50419468691663,113.95740033956137
881.34765625,-105.74897129393085,80.88311276053128
883.7890625,-91.98946674520059,150.05085301314801
886.23046875,-89.89964820696264,154.56374652130313
888.671875,-92.45414197488635,12.17715791294101
891.11328125,-93.68838770610185,19.357289833637463
893.5546875,-97.58133285008826,10.079884262839574
895.99609375,-94.63270821778706,13.318103225869194
898.4375,-89.10060927318342,161.77708716365598
900.87890625,-86.50431807355679,156.73505240419536
903.3203125,-83.92737954490549,172.25555605359764
905.76171875,-83.2469938818534,176.58171014237323
908.203125,-87.61807263117957,1.063427717560117
910.64453125,-93.07942070352641,159.5064702200184
913.0859375,-90.30357864741264,106.32934534748966
915.52734375,-87.62956089446006,83.53416021281588
917.96875,-85.72060262468112,90.78269472264347
920.41015625,-84.37307063640989,106.05903546203442
922.8515625,-84.92119509157735,109.62826981371457
925.29296875,-85.73558855173846,98.73259702078457
927.734375,-85.31623005105217,80.77355790087371
930.17578125,-85.52521609311557,80.94016806806371
932.6171875,-87.26782013655111,104.2994150190636
935.05859375,-89.76640437951632,119.4552260190518
937.5,-92.63271521142636,126.36304822450319
939.94140625,-94.8676993161682,147.08598870203747
942.3828125,-99.25892521235056,148.27358001283315
944.82421875,-99.4528900871151,139.97840219776936
947.265625,-91.39409513449728,158.65186551123873
949.70703125,-87.55689303208577,167.27579089066347
952.1484375,-88.19358936046753,2.2540924281017376
954.58984375,-89.23531067386878,6.421317914062714
957.03125,-91.48165694669161,1.2574339514548518
959.47265625,-95.0950096064324,53.99189157259592
961.9140625,-91.94077973673811,96.78034420619848
964.35546875,-94.85540181263958,130.1768038726051
966.796875,-97.05889740455079,20.670612607775467
969.23828125,-93.56676633454724,89.43509112216394
971.6796875,-88.92398492021735,124.09560600258449
974.12109375,-86.74701427571216,143.69345819406627
976.5625,-87.53249366301898,162.34016625314308
979.00390625,-90.4061430422148,18.36689951442951
981.4453125,-89.71264064052967,48.385559014068576
983.88671875,-91.3877426659768,57.55210069202699
986.328125,-97.65985324729826,82.80217778698095
988.76953125,-105.26082593709901,6.894243878386542
991.2109375,-92.62369924080124,51.260212740547416
993.65234375,-87.22836108261276,46.493195878705144
996.09375,-85.01259852342017,48.79970170376724
998.53515625,-85.2799361483849,55.9105988392379
1000.9765625,-86.58503159723412,64.45156959446285
1003.41796875,-88.13351765630058,84.65108552065342
1005.859375,-90.47390004950373,124.72366334200908
1008.30078125,-90.67434265557104,165.4145560736786
1010.7421875,-90.21653140298025,178.59073294219795
1013.18359375,-92.33602217487572,13.998790761285223
1015.625,-97.63508666386572,71.27268299716083
1018.06640625,-93.05043884882815,158.41089394012525
1020.5078125,-87.40848002662553,169.5007033377212
1022.94921875,-84.70342915502683,163.10642402098506
1025.390625,-83.2847724122309,155.8818327118352
1027.83203125,-83.9494312209487,148.51364355439802
1030.2734375,-86.3557183853068,141.2197879099614
1032.71484375,-87.59734999791247,133.19376430540623
1035.15625,-89.55694827749375,123.2465203404963
1037.59765625,-94.91549477888529,94.52098986776933
1040.0390625,-94.99885105295702,71.44222525693979
1042.48046875,-94.6077784584382,75.85870809457387
1044.921875,-108.93444903627906,108.15980221020283
1047.36328125,-95.51714432121469,48.451192827985615
1049.8046875,-93.19649023161992,74.99462732805888
1052.24609375,-88.50868965982065,103.54536690343156
1054.6875,-86.94583451051696,114.20865448921798
1057.12890625,-89.2117154131008,138.71516905565338
1059.5703125,-92.5158241515253,153.93595610053487
1062.01171875,-99.45166991053824,19.761927686616495
1064.453125,-90.65842742170705,75.31776534343999
1066.89453125,-87.39008575230085,75.88673083763655
1069.3359375,-86.66169767887436,65.8276311095207
1071.77734375,-87.17308611938017,61.69101927495172
1074.21875,-88.42116047008822,78.42998772538152
1076.66015625,-89.41362975216394,82.43292645151234
1079.1015625,-95.34333911896171,70.24944544296243
1081.54296875,-101.27269667992246,0.5635314693263238
1083.984375,-93.32773492091843,21.776188290146287
1086.42578125,-89.5018963383233,25.807602158909678
1088.8671875,-85.73258205312065,13.796245770764523
1091.30859375,-85.18872789139223,4.823323541136699
1093.75,-87.80059195872242,178.18881588610284
1096.19140625,-91.33516690177521,179.68656465701852
1098.6328125,-93.41594403307239,39.19980966168706
1101.07421875,-91.99842428951297,60.756510939120034
1103.515625,-94.2922458513923,54.6280387770426
1105.95703125,-111.86874520156007,121.96405533443125
1108.3984375,-90.40387590548625,36.50954073426737
1110.83984375,-85.14286608377017,38.2326505276449
1113.28125,-84.82362719051947,37.00894441161054
1115.72265625,-88.7747521852051,34.820654727962136
1118.1640625,-98.29614690930393,4.218169801559193
1120.60546875,-102.44781332317726,92.35955240735828
1123.046875,-108.61997386857283,52.29746501373886
1125.48828125,-100.61165420584194,32.759589905772025
1127.9296875,-91.50274200844345,47.85306578580598
1130.37109375,-88.27217845182165,43.519422570879414
1132.8125,-88.02563652627538,33.33241604892657
1135.25390625,-88.17762308467712,36.54178379096514
1137.6953125,-87.75025003881291,27.267341620289862
1140.13671875,-89.54335696422255,174.35780585307435
1142.578125,-89.16433446817823,114.82937396991619
1145.01953125,-84.8124610447831,90.43206334351954
1147.4609375,-83.19665323488724,91.82799646494587
1149.90234375,-84.23874935837969,103.19962201997308
1152.34375,-86.41786398051012,125.57405419418815
1154.78515625,-85.87896928544947,154.46137799452814
1157.2265625,-84.25147988520926,158.43376476934844
1159.66796875,-83.13451620051151,142.6296177525898
1162.109375,-82.403655241151,128.36803247066536
1164.55078125,-83.7228125694,115.95285885375924
1166.9921875,-86.52263412700846,113.51668327494443
1169.43359375,-90.42270792336653,140.73130510153507
1171.875,-94.5128102999655,176.31919359586723
1174.31640625,-96.04581929415816,18.109938525195126
1176.7578125,-94.46595357605273,175.89298277415014
1179.19921875,-94.65559543674333,131.56327702780695
1181.640625,-96.45292536513479,94.21179971314447
1184.08203125,-97.75777964412312,89.38298228743874
1186.5234375,-95.20084600881795,49.79227275398319
1188.96484375,-89.72520267911585,8.921261699560429
1191.40625,-88.65369796386423,176.16387312620157
1193.84765625,-88.95645971486742,2.117524700882601
1196.2890625,-89.84470009433298,0.5372779107571899
1198.73046875,-95.55743979776793,167.0561853439966
1201.171875,-99.54390213394113,59.76591910390778
1203.61328125,-97.27286047681227,54.107449919212044
1206.0546875,-103.03991678274203,138.57485819716408
1208.49609375,-95.81634284954568,34.87659890826917
1210.9375,-86.79404456244879,21.261786669273643
1213.37890625,-83.19929571060271,21.0136406484475
1215.8203125,-83.63390719224287,19.776511221689322
1218.26171875,-85.93881233389318,21.03926968800026
1220.703125,-91.49846522904352,17.09229543661377
1223.14453125,-107.45402635165946,173.40489088598036
1225.5859375,-93.63167164020388,165.31547967411282
1228.02734375,-93.54264506798947,166.69668612814627
1230.46875,-93.53874779552429,172.4750828360772
1232.91015625,-93.10762405319792,150.91401407166373
1235.3515625,-96.28083440880619,141.5672653024874
1237.79296875,-103.17838982411871,111.29385086058649
1240.234375,-93.71555317344763,63.50484344637325
1242.67578125,-89.02443294219171,51.798132292798456
1245.1171875,-86.65279282102316,50.55471105639719
1247.55859375,-85.44178866490009,49.36074593193996
1250,-87.11408155357036,44.75180727470753
1252.44140625,-91.64572332301512,65.90348236204129
1254.8828125,-92.05272631670441,116.34779272770561
1257.32421875,-88.67752294657743,137.99416471107517
1259.765625,-85.39150371700451,139.5978555652658
1262.20703125,-84.51831994726575,137.3480501488622
1264.6484375,-86.05113657471675,135.22838427087302
1267.08984375,-89.54377230755108,136.42657733372954
1269.53125,-96.41429449667329,135.62457126037017
1271.97265625,-99.67641323775217,103.35326147798715
1274.4140625,-93.23867777768342,122.3047848762961
1276.85546875,-88.2289271512497,131.09784974432446
1279.296875,-86.15008748827627,124.23754886140217
1281.73828125,-86.13694584872593,115.5414797549751
1284.1796875,-87.74713644429093,88.02448023061113
1286.62109375,-85.5590577935829,44.61394054826786
1289.0625,-84.35241860560328,28.577593801505085
1291.50390625,-86.13194294732345,20.406387177374818
1293.9453125,-90.38874596407778,4.218228085222932
1296.38671875,-94.8388511659268,88.34241241927035
1298.828125,-88.45902124920455,39.816332493007295
1301.26953125,-86.44034388319551,13.366286821494137
1303.7109375,-85.02392904904107,175.52397333852593
1306.15234375,-84.59912187337922,156.66605781541574
1308.59375,-83.58864442309198,144.0641708158868
1311.03515625,-83.5461424477148,148.74113105074068
1313.4765625,-84.93713705069176,156.85664075892336
1315.91796875,-87.39182092442479,166.02072873998475
1318.359375,-91.47817847284877,3.81002002853527
1320.80078125,-105.59925421650848,165.28428178301934
1323.2421875,-87.13029543190679,2.408872251433109
1325.68359375,-83.93563712904793,177.97209196710273
1328.125,-84.26487699065314,0.8428057406384288
1330.56640625,-87.16647694846185,0.7270750413514773
1333.0078125,-93.37045459327771,152.9711174098849
1335.44921875,-106.84795955105446,72.74401799312538
1337.890625,-100.79954921611262,160.08438579335825
1340.33203125,-101.73501762163451,19.09980455645453
1342.7734375,-97.58709854333027,171.37400587819255
1345.21484375,-91.60800274937625,149.9594285142074
1347.65625,-90.2040289723245,143.61667320491574
1350.09765625,-92.5626047799456,143.35140705550148
1352.5390625,-98.8909718027476,164.71504674090562
1354.98046875,-105.5976183543037,44.70525546477995
1357.421875,-98.08887139661448,80.27399479001627
1359.86328125,-92.81756843009633,54.65349126701358
1362.3046875,-90.82631488649623,30.541829462365495
1364.74609375,-92.84829495491918,28.63545130333947
1367.1875,-95.80408309579674,60.4397470838981
1369.62890625,-98.11517314084904,103.61779374886838
1372.0703125,-99.94323183679121,3.339350388362602
1374.51171875,-97.49000512898783,40.27574021351722
1376.953125,-96.50118585195597,66.72988575375624
1379.39453125,-94.72453350385514,110.10345572246379
1381.8359375,-91.51714982799416,121.52026956341723
1384.27734375,-89.28386560560335,99.85447207979307
1386.71875,-89.25048867006726,85.71914900685674
