#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2879B
#Date Time: 2025-05-14 10:25:16.045
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.52156 V
#Offset: 0.00020543 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.53409 V
#Offset: 2.151e-05 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 2.8 kHz
#Period: 357.1428571 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Trace 1 (dBṼ),Phase (deg),Trace 2 (dBṼ),Phase (deg)
104.98046875,-92.02718963136974,10.446309271413623,-90.61069721104865,67.93746166206249
107.421875,-83.85949793717208,169.54913800870105,-90.3473673104684,7.764852862343464
109.86328125,-78.8233406452691,167.81081440487708,-85.72986719646211,151.245083606721
112.3046875,-76.91861872302698,164.41573616716173,-83.21848287631218,142.9234908549729
114.74609375,-77.02276196885957,160.92694543113302,-82.0068802428927,128.06923529713274
117.1875,-79.12980359097998,156.4760226207244,-81.34166068884122,105.08983611418999
119.62890625,-82.54436205551805,148.9754778998887,-82.18358451337878,92.55135573748251
122.0703125,-84.48284314230474,133.75614859365783,-83.10633557694669,91.13679233482685
124.51171875,-84.93952931970259,120.43600291678774,-83.3756259595487,92.84987233975546
126.953125,-84.1912605787308,114.12593892578263,-84.36205787318227,99.42997827683229
129.39453125,-83.39428500257996,99.47327839380216,-84.68918562854157,104.2279013405027
131.8359375,-86.69665626379215,70.66213206883833,-86.53934478374212,104.87410489805148
134.27734375,-94.49295849436524,164.0492394741674,-90.37080469258092,133.30841496590736
136.71875,-88.3181349327191,88.90462865858476,-85.84974397258328,140.05512916423714
139.16015625,-89.40360009386053,80.87735300057066,-81.64181435188522,118.49110708650812
141.6015625,-92.43284764433916,22.468136209097665,-80.62500238218857,92.63132403742297
144.04296875,-80.68377309583161,39.22874330976708,-78.81708549655868,56.88057623028972
146.484375,-77.0396430035469,30.66664445859646,-76.32374432435054,23.379894810812456
148.92578125,-76.63258684146592,12.551597911294568,-74.62119347060123,169.62203217768706
151.3671875,-78.09774318931615,163.8849748745155,-73.95268592416785,139.68717728838243
153.80859375,-80.4824453444825,122.10946833900262,-74.26245388614502,113.34317516028916
156.25,-80.56873805037932,68.21906951565236,-75.47098082955173,83.2439866228808
158.69140625,-79.6002806684261,41.51412517291591,-76.91724774876724,48.20830719049981
161.1328125,-81.9050503063464,37.467947556085875,-80.28545407734367,21.85100362249231
163.57421875,-84.13089686617717,62.06773515808645,-85.661073997649,5.939471659664808
166.015625,-82.78632166560571,94.30443609456692,-90.60648409732579,169.22904205057395
168.45703125,-81.1064073248794,117.36874560956835,-108.22460477093236,51.024920293485486
170.8984375,-80.710674283325,126.03510944555408,-90.72482572587818,133.33811166013504
173.33984375,-83.85127783907633,130.21538163819815,-91.19411187831945,120.58921441898168
175.78125,-87.88339532962333,169.69520221129258,-90.85277156167643,140.5448244887321
178.22265625,-86.23569161391049,24.287420490109252,-86.09686344035099,125.48277973863465
180.6640625,-85.77768227103235,53.058223115166996,-84.58966454833843,102.04090803259996
183.10546875,-81.88528100594242,70.80175918195806,-85.81026034758865,92.0574751748327
185.546875,-81.37995983250863,63.81892206979563,-84.83122179040535,94.12505066932181
187.98828125,-86.74570081934534,58.39539736855911,-83.24837037041733,82.99117790971167
190.4296875,-93.16073931402732,93.8287907831126,-84.19294485395466,57.14155838915635
192.87109375,-92.63342491716706,156.08265117194892,-84.87878282105895,29.02060023061931
195.3125,-84.49636241354781,6.719862729811418,-83.96357867327185,2.026300493020113
197.75390625,-81.36643322052917,179.74727538948434,-82.84206194402071,152.0493309812402
200.1953125,-83.08522442250643,178.76891540723787,-84.70187466890556,117.54843826586195
202.63671875,-86.9548217082642,28.50138441397429,-89.30547665428153,41.5632919677153
205.078125,-87.37506251081108,79.86601641506434,-83.40856076338112,155.97681401830667
207.51953125,-82.89009687592703,103.55011625754045,-80.15981706658488,131.88799455296703
209.9609375,-80.69522465959737,96.36364322023061,-78.67274060437389,109.53581406945413
212.40234375,-81.14680539531321,89.47559837765016,-78.52539924487166,97.27886993942855
214.84375,-80.76698837379725,91.81461978358718,-78.90508553754913,88.5035435664827
217.28515625,-81.67725562552397,88.26211521109971,-79.49735384378626,77.35862363925489
219.7265625,-84.60902834132224,111.22717797668614,-81.51858772740155,92.1180514118508
222.16796875,-81.70373420323087,144.00352071846956,-79.74323226431977,122.86287292945788
224.609375,-82.16302309183924,141.46393438528037,-78.54779522559083,126.52771874622697
227.05078125,-84.23367979323629,120.90186791856497,-79.19008804802557,129.2230227393082
229.4921875,-83.36705769765263,98.60453756203509,-80.99309119228505,127.02461586338583
231.93359375,-81.89209560426951,65.27665391930545,-86.19359034243661,93.38518497591706
234.375,-80.32344611739683,32.400171722666045,-87.17066223973497,8.021428267503179
236.81640625,-81.71144826077472,5.245758549978359,-83.01264068706082,143.45336236518267
239.2578125,-83.55316869303878,146.325260662731,-80.62884616008786,120.75016603948949
241.69921875,-82.95675998616554,120.57796259715931,-80.50875345104488,107.01202469388792
244.140625,-83.86453595039009,110.44482767957692,-81.89906571737758,100.16090204438106
246.58203125,-84.55225888036637,113.08863773400829,-81.90222998548704,94.19198129309856
249.0234375,-85.20716776977467,121.58754656787593,-82.36211890559808,76.74179741617426
251.46484375,-87.6820932765589,135.2449037837883,-84.43012731901254,64.64456605429721
253.90625,-87.50509763627157,157.8886514816713,-84.34328696083783,98.66608412155156
256.34765625,-83.75679911281469,2.115977232923435,-79.81728415997392,129.13342073239846
258.7890625,-79.3636601583672,11.14764975002171,-76.04595645085075,141.63378271373077
261.23046875,-77.07280322233181,6.988538890560824,-73.52890352795667,143.19947742040875
263.671875,-76.56567860665919,5.398451465936803,-72.93752054345185,143.34332058782118
266.11328125,-78.40659188881564,6.290059215934417,-74.1354612514999,142.8119797739151
268.5546875,-84.24890260138437,21.453323125306035,-76.68433731678282,140.742792539495
270.99609375,-84.41914140517154,76.98917046742567,-78.85414339682396,152.88886079381672
273.4375,-82.80569249618294,78.06343724274477,-77.81628717641607,164.1861473867869
275.87890625,-84.22875835022543,61.26708422423926,-77.23595357455824,158.55817430483066
278.3203125,-84.74612737750009,35.65824096604271,-78.25812114442598,149.52015658247444
280.76171875,-86.77866755308096,13.835794464054674,-81.24773206243651,139.2349668653117
283.203125,-101.52222326331598,95.98297497778422,-89.35044763251342,96.67000891116176
285.64453125,-87.95978707965628,141.82715530906722,-85.48876990236877,177.94977932519697
288.0859375,-86.50094889536393,146.47879679207497,-80.79011779548537,154.66053091703571
290.52734375,-84.70992223485001,161.03054441546348,-80.51249153793806,144.24778532099987
292.96875,-85.49624899421389,162.091561424683,-84.68225745278865,131.09152784978895
295.41015625,-88.07609888001251,156.17274549234557,-91.98690691252108,111.94741601635933
297.8515625,-83.93298527577976,140.11547174847374,-97.70498131682116,97.44509810100298
300.29296875,-80.85806997426671,136.2419737761858,-96.10526732283162,39.85767469217318
302.734375,-80.8393236639624,138.89107286912505,-92.76164900381595,16.153136393431858
305.17578125,-80.32757344600336,136.45156222253377,-89.63540230754975,39.64364995032613
307.6171875,-81.06000483774203,121.70942408138448,-83.36505316630169,38.708384911112894
310.05859375,-83.41056606790804,94.5110499053702,-81.04101668502629,20.7059374751967
312.5,-83.48983526586964,76.32794082672521,-82.04061881605723,8.831751612075434
314.94140625,-81.60753535759392,76.57448646514727,-86.59461081183676,7.208595355685375
317.3828125,-82.05230900800848,84.88108629110415,-104.2528964505295,41.53470052481393
319.82421875,-84.3348912791906,102.5694745653114,-85.51728532779174,10.356844311599971
322.265625,-85.02360669445895,108.09242550709547,-83.09819691626763,7.070096220646773
324.70703125,-86.19931672525863,100.64310853107162,-83.1650759838285,176.6795670216472
327.1484375,-87.8843426343841,63.37636939049477,-87.07304643818918,136.53780792497307
329.58984375,-84.91825418836754,27.41306492866571,-86.05066202509371,42.20999978856542
332.03125,-85.64374911398338,30.244390091790873,-83.53870608555611,24.13639586324743
334.47265625,-84.28414813794569,45.19191876108911,-81.66983414145774,40.47863743474412
336.9140625,-81.87424825443102,35.298203986512064,-80.45734141454618,38.854381814651454
339.35546875,-83.81994747165547,15.62423296218195,-84.7487049455863,36.103341531622156
341.796875,-86.17597842259545,170.97509558462767,-86.80877578768103,54.74153344045792
344.23828125,-87.31838845162942,148.55550535089625,-85.45548345357405,42.15687566498511
346.6796875,-90.73127879153647,95.53392954104524,-87.92315891738957,43.2861372149023
349.12109375,-99.5455808036696,59.25701142465994,-84.82250989207431,61.58953713082251
351.5625,-92.12320280748321,29.675351897025845,-82.19587839764849,44.870540213226114
354.00390625,-90.27313244173719,32.30541499337947,-85.52471158402372,32.351097402937384
356.4453125,-92.08217125973371,15.161014795631425,-95.5348502890408,8.91847117994162
358.88671875,-89.33246881635097,166.55752354066834,-94.08539652836252,142.300445468114
361.328125,-89.78335853821542,156.6449875725504,-98.21812368512124,159.04215795142014
363.76953125,-87.97524642045019,164.7046397396247,-93.75264247053514,36.755549984962606
366.2109375,-82.0338833174764,2.23519594583084,-86.3200779915424,33.31883675990948
368.65234375,-79.51983342484976,5.8800304762419655,-84.82935824948443,32.42965930753551
371.09375,-81.12920996516407,172.79164074638857,-89.7697595528291,5.355509712290672
373.53515625,-84.36788926492437,147.04537607817358,-89.79394056514084,88.36188919644489
375.9765625,-89.28371808593822,115.1005004637544,-86.04725769243773,45.307761999500336
378.41796875,-90.39802730331928,79.11151271200043,-85.861331433401,32.30921510795446
380.859375,-88.94556399493635,82.92292373905221,-89.33028417379668,70.09927144211878
383.30078125,-86.29562349598854,79.22754309998469,-84.31157762326967,121.59917710083128
385.7421875,-81.68405600699437,68.42333055350962,-80.19535249462447,121.06104009040419
388.18359375,-79.35822225781304,56.21725432934812,-79.29012951600727,114.63977765651241
390.625,-79.64689632403237,38.00884508214962,-77.6229120698873,109.39783066902497
393.06640625,-82.85465587281152,13.585201537105153,-67.35833620066556,107.89231980578602
395.5078125,-86.07648238757314,121.55922555609837,-59.66205716284013,108.56776806824772
397.94921875,-81.34408394232454,75.60692898295447,-57.22080602186935,109.3281123608277
400.390625,-80.68942918016921,60.29266937865037,-57.05276528667814,109.8975318111504
402.83203125,-83.90085889641625,53.364108918851336,-57.619036312907134,109.43038990771824
405.2734375,-91.97416626527385,51.96466914197381,-62.19956990966204,108.19591806591048
407.71484375,-100.53289535473446,67.24827167825364,-74.99255622324155,105.77825400325167
410.15625,-87.87355991184812,57.647592143245866,-97.68155782117917,10.376944672483447
412.59765625,-82.25914302547352,50.280045795278966,-88.01354249718818,25.199242134909433
415.0390625,-79.20050156085513,42.810965000686295,-82.71283872207249,33.897829760436245
417.48046875,-78.77761678448255,26.338105533872536,-80.0301242062989,32.17265001064794
419.921875,-78.48594137161018,9.342869805946144,-78.34501170395502,23.452292033168064
422.36328125,-79.4535147834986,9.904655158499441,-77.34331006511991,15.236970687928103
424.8046875,-81.92556825825562,5.922342498424126,-78.03261307253264,2.889060460920078
427.24609375,-82.16005786771818,167.70039473749986,-80.98114596762669,164.02528052034285
429.6875,-82.55240809251866,170.8197436917354,-86.26109123010104,142.4991774292828
432.12890625,-81.73681225892564,3.821736460123777,-94.31671963566642,114.22023830983552
434.5703125,-79.50850893005122,0.6076789642528765,-104.253047196651,173.4742253381803
437.01171875,-79.19687464935905,174.46576301298532,-94.3013913905879,12.298195334263006
439.453125,-80.24956583927933,172.40478115294474,-83.40244513774795,163.83331562064848
441.89453125,-81.62849071683651,169.81688062578846,-80.81830948569477,153.09816485884846
444.3359375,-84.2748923333699,151.30790153589044,-81.45335509717803,139.49364483895042
446.77734375,-89.60863773110704,102.43803671971831,-85.48816138974358,100.97411725200793
449.21875,-91.01194164258195,19.61354168164059,-85.6372011304891,12.94583298187828
451.66015625,-92.18192424903825,159.57493445242582,-83.06680778125494,161.19773978577726
454.1015625,-92.47964521599468,89.12841342978159,-84.4970539102711,153.6989701827149
456.54296875,-85.60039281736013,45.97624448964476,-92.09478293496537,134.22906996222594
458.984375,-80.18870218774472,26.768033533492755,-87.7884849209527,179.53096735117805
461.42578125,-77.5830952565616,21.16837021225411,-82.40847448472196,165.43501225635836
463.8671875,-78.31228082375362,14.909612790845538,-81.63898698475964,153.0691879697998
466.30859375,-81.47873837219782,6.706344241725376,-82.4687673741524,142.65838632546928
468.75,-88.07235591979051,174.57420125647,-85.90044954936172,119.25980350260055
471.19140625,-95.33218200995164,64.10002596791638,-89.28085118088546,55.90138976043027
473.6328125,-88.20022075265457,178.0925398437799,-87.48759164095705,150.18182585009689
476.07421875,-86.57000270326003,136.9612257010929,-82.82854703544074,109.32111427323483
478.515625,-87.66949375869034,93.3589582326333,-80.75714620928899,96.74380292261961
480.95703125,-88.78527421759551,53.09164833708215,-80.14767097852126,92.1485103086306
483.3984375,-90.14346612120505,178.44304475204234,-82.67371089059323,94.85378432223814
485.83984375,-89.19131969168014,122.07568292171885,-88.65654371481116,135.99721048362048
488.28125,-86.25069481174508,65.10171817635336,-86.46143271522772,12.435667964099638
490.72265625,-83.04643834471504,42.20428553751888,-84.87626480616669,21.638977538028282
493.1640625,-83.8121575307766,28.061759638217406,-85.26636241396625,5.748741580199176
495.60546875,-85.64531690700872,17.298623915946614,-84.10110390141088,155.21674829891577
498.046875,-90.13630642265305,11.068263368812737,-82.40811504085039,132.4662545376206
500.48828125,-96.43659799809123,73.6030028713004,-83.19388050122379,114.44863441669149
502.9296875,-92.29944564495837,46.37953038906442,-90.61457443158757,111.68264873215423
505.37109375,-97.60553606514138,69.93383380761584,-90.0356433801653,86.96620049211387
507.8125,-94.50171774363419,108.55250533582193,-82.96838019071829,97.62096595077755
510.25390625,-92.78394241196756,148.2787422341867,-81.68618940116113,93.2650817315096
512.6953125,-88.61994738237685,162.55168106169504,-83.03006981725886,83.73684772730988
515.13671875,-88.97797311656288,152.86734410510803,-86.42121619389448,84.58695084432931
517.578125,-96.19645702008171,55.20300707246209,-85.4879574563358,95.77799043799827
520.01953125,-85.2005524290135,92.65296475344427,-81.93484317442594,88.56521533202587
522.4609375,-81.78616000200101,98.61488795113674,-79.75271084208815,76.80907448778281
524.90234375,-79.6941403444127,102.64510806423455,-78.20480913166307,72.84964608190427
527.34375,-79.25170067147013,101.72682823606495,-77.31844811034881,77.15844130165202
529.78515625,-79.71961300564234,101.93563643466844,-76.96700180032322,86.42914864242286
532.2265625,-78.11775712170756,97.39452915576884,-75.44473889959613,96.74312691918408
534.66796875,-76.11130646605633,92.40740490369787,-73.63854505668573,98.32120546349569
537.109375,-76.35799885647616,90.44747746648744,-73.75234254653347,93.33774275405148
539.55078125,-78.84050978165862,95.45117729175317,-75.68930804144975,87.8842780496191
541.9921875,-83.66273689167579,126.07351345844378,-78.90645565481188,86.27662621877161
544.43359375,-82.82767487478941,4.643465547846327,-83.43047383186642,99.05355589840445
546.875,-80.0494873355247,18.283852293957878,-86.32227895914481,127.35859741849812
549.31640625,-80.00107027214666,26.415877691207296,-88.24005802437699,132.71048014162855
551.7578125,-80.67157912837789,36.073853945392415,-93.09523446097906,155.12745878411087
554.19921875,-82.31931851121928,27.689890971164306,-91.9230535009615,37.953028786177654
556.640625,-85.19892295016,18.143189314075176,-92.47985929800073,72.14074040593688
559.08203125,-84.55996153001558,39.50182285963573,-87.8714691201069,99.34001952009048
561.5234375,-81.43494460550791,44.268511513849205,-84.8347547239712,95.19602721763923
563.96484375,-79.85278740731437,42.231553589248094,-86.18436910132458,86.45680143386964
566.40625,-78.55613864873419,49.957556574124645,-85.9296321259153,80.84305635352747
568.84765625,-79.61517245128192,49.41067662008315,-84.84415755255526,59.71907686951603
571.2890625,-86.82304847068178,28.07479068688724,-87.62267306395711,20.713983244939662
573.73046875,-89.49322639530159,32.32633077088457,-91.58025618237426,40.6796005699592
576.171875,-80.92886650068456,13.261997077718524,-80.81913668064283,3.0375439723947135
578.61328125,-79.19244417074376,2.9361748499570126,-77.36010684826235,173.184486345897
581.0546875,-78.27856492204107,168.32313896939866,-75.30387730591974,172.24926729065825
583.49609375,-79.28787121191957,155.44561417570102,-75.53038860142144,167.98591138040027
585.9375,-85.0918305733293,155.19816011420798,-78.530972607682,171.6632982319981
588.37890625,-93.13311120314745,42.40966169534736,-80.44708790949153,28.29410857533815
590.8203125,-87.57141271361925,81.65323955721487,-78.48753264173533,49.57272479365858
593.26171875,-85.62716225475015,86.51432773456966,-78.50733132351111,53.18068723412709
595.703125,-89.85769888880557,110.06709855761096,-81.19818271183476,63.570697260370416
598.14453125,-95.61094439670556,162.63801231502615,-84.16162439715812,90.99852848966638
600.5859375,-100.62706519309228,47.99915329102116,-84.7854306122224,120.42906657821733
603.02734375,-88.50242119717535,48.006340415490776,-83.08037305179604,158.0536643570076
605.46875,-84.03859796268414,32.964793200160685,-80.93704462226869,166.3890624852441
607.91015625,-83.30948062403573,27.713075514927258,-81.95789466285291,155.39949920793913
610.3515625,-81.11396400950073,39.31595902414529,-85.7222881250375,155.65826165020107
612.79296875,-79.19023957218158,57.0964771257622,-90.34703961099466,176.5556148624463
615.234375,-78.76016197040036,75.19051269350669,-91.04714049035842,2.269368423816067
617.67578125,-79.54810402700593,86.22554121671514,-90.19544468079253,5.583192486107083
620.1171875,-81.24403516487463,101.488020779176,-92.3933197841682,27.679756861592963
622.55859375,-82.59699953024307,119.07228053681312,-91.76339395530398,59.309782849282506
625,-86.34203667029455,118.8336989518834,-88.83562633820213,52.77428350647574
627.44140625,-89.12722546980888,125.46741447249539,-87.77002699900689,75.68231730542067
629.8828125,-87.8842483799682,142.23432329498638,-82.2391756538519,96.3572411567758
632.32421875,-91.00017582424682,161.28076209325997,-78.96840494877922,86.15339668190572
634.765625,-91.71346662380783,1.8500216007594783,-78.67237210527907,84.13694414925952
637.20703125,-90.71157321185603,170.67781722690782,-79.90240488582249,93.54732008022266
639.6484375,-88.97949811126111,147.80157799597214,-81.59844907934584,99.59578393464707
642.08984375,-83.3278269706893,124.51438126019431,-83.50189300977269,111.56075720517786
644.53125,-80.60034870486075,114.16794465700058,-84.80002940947428,139.2610004326839
646.97265625,-80.44751816942315,106.4850585033286,-85.34279622393603,152.48651437618122
649.4140625,-80.57794795199626,100.03687313800653,-86.3877616772973,150.59929715824384
651.85546875,-84.55112439829195,84.2532924066059,-89.73425845732054,13.25368746267291
654.296875,-92.01158927287507,15.108864983993126,-84.33779397672026,56.67594107184281
656.73828125,-91.06770207550997,114.06646764339942,-81.61081533407163,47.80745543475563
659.1796875,-83.59982596415367,80.45927880019977,-82.48553164353984,43.16211164590583
661.62109375,-77.52713480682041,82.12288550088698,-85.22968369356255,54.59968818771583
664.0625,-75.14896171168596,86.59560181036282,-87.66060120005376,69.68286567306355
666.50390625,-75.37070935670143,89.08557750891936,-90.58094880462365,97.91156934104677
668.9453125,-75.97710264458087,87.55314196952521,-90.40873395316119,104.85031792233283
671.38671875,-78.65558093307288,77.98881305082654,-88.63083714365769,54.714808068097696
673.828125,-84.2591582162539,24.827356993417883,-84.5661374848006,15.805635656609574
676.26953125,-80.5653404869207,153.52061179642845,-83.24188032583068,178.57576246946326
678.7109375,-79.04245649315583,137.1442354865783,-83.91292891626934,156.6392514535759
681.15234375,-80.25534839105146,119.12236764173204,-85.76769715681222,126.27447733092463
683.59375,-84.39537358060429,101.44149527367317,-92.81924579373852,85.63712916131888
686.03515625,-91.50099750027714,111.22813219074852,-98.24731570509044,153.7269586770062
688.4765625,-90.47137607678528,6.693996557178971,-90.26708483163873,99.4795141768224
690.91796875,-83.76129220114007,38.68002703726131,-84.18156324650893,95.14400644152943
693.359375,-80.58905038778597,34.38807329482955,-83.53828459000005,94.86582759970553
695.80078125,-80.83826936323646,19.19751224666228,-88.62858763283901,109.19392068982769
698.2421875,-84.37618736968216,14.208224530827737,-88.5386987514344,158.09042638489836
700.68359375,-89.39887757184623,0.31099373879235936,-85.46094909080558,161.18209013907392
703.125,-89.10556316789341,133.87507576191257,-85.09556621174261,157.21854832727766
705.56640625,-92.24652855752602,90.74038382054148,-84.24276221708959,143.9868502206749
708.0078125,-90.99177736979675,27.44942259942273,-84.76032300418456,127.92577302891172
710.44921875,-87.06971778728574,28.334291573684293,-89.75939231109487,134.9145292419913
712.890625,-84.24686227135275,14.334547904549842,-89.45923012800533,171.09373291740695
715.33203125,-84.62452239883191,10.710516427986663,-90.66460898766385,164.68445836074238
717.7734375,-88.52721141530937,45.34719547557143,-95.5003505049528,127.04741388481706
720.21484375,-94.57074335291829,71.67091620956697,-89.80822508737766,109.05622743919746
722.65625,-108.75332632698998,44.164317008936244,-85.26414247940919,92.12639134244796
725.09765625,-103.100078328697,69.23471320451763,-84.94918513105092,78.7386355160021
727.5390625,-89.84035894239457,28.165714676043386,-86.55589000353493,98.79484923168793
729.98046875,-84.41311019940301,11.83203216456594,-84.65666658174457,127.37768596592602
732.421875,-80.83006448858883,10.19011715296433,-82.74572406178743,136.65760815772703
734.86328125,-80.76773908198203,4.764380616174241,-81.30645868749775,131.91424870968893
737.3046875,-85.31181563095906,174.08001259088624,-83.09803578386746,114.90572033768962
739.74609375,-91.59581927421407,0.31931242357890033,-91.24933422435527,76.63722532091147
742.1875,-91.35776250835943,21.58751417454492,-94.99091292779008,111.3070141057092
744.62890625,-86.43222216996612,4.443115174700022,-86.58963509341646,60.85379496916894
747.0703125,-80.43838341268064,164.55193619063772,-82.45220048760191,31.14471053293399
749.51171875,-76.60068702585589,146.59993986630556,-80.00795032177756,176.8373078109974
751.953125,-75.38063501563875,127.75977926992911,-79.43159252745528,148.12236119314144
754.39453125,-76.57561562951513,107.31508314971741,-82.3909393680075,125.92170136180125
756.8359375,-78.96581531436038,85.26566210331734,-87.04331425245725,90.9847495667346
759.27734375,-82.4394920500586,71.60689746813118,-91.32767721311545,41.08578426722863
761.71875,-89.90824704486928,102.94723420573885,-96.69961664736883,103.58567926896713
764.16015625,-84.79561261105017,166.30138331955726,-88.7604161544115,26.156047743072676
766.6015625,-79.81489190931178,168.286094246946,-83.8342550900527,4.152312440555248
769.04296875,-78.25396965665024,162.45213913552314,-82.10282040903031,1.7130675116063092
771.484375,-79.38948798729696,149.9494988238216,-82.12860741251583,174.73344156197425
773.92578125,-81.42746755460436,125.5192065253407,-83.83630633072114,162.17746485232956
776.3671875,-81.95019722590615,90.06484182136178,-88.38754821651646,127.06291751384582
778.80859375,-81.30882024579392,65.45265518043924,-88.36944589840658,70.56232383057166
781.25,-81.67362673203336,52.71131810538455,-86.34973118340405,29.811696354745493
783.69140625,-85.31363765483621,41.22002604606747,-86.5254129405895,178.08426787847188
786.1328125,-90.63974896424837,171.9933384632255,-86.97069060310963,150.44214120656807
788.57421875,-85.6113937312073,126.75669152750294,-84.29066020494096,136.26996163900824
791.015625,-82.96775553119227,102.64899555688443,-83.00985236854018,96.07833668881557
793.45703125,-85.00705248524443,79.55478005198536,-75.39063808394815,46.19276402134329
795.8984375,-97.11927555916108,23.163524157225456,-69.44771840171893,38.80232604404522
